mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
32	31	91	91	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	210													30	30
32	31	92	92	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	211													30	30
32	31	93	93	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	212													30	30
33	32	94	94	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	213														
33	32	379/4	379/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	214									24					
33	32	95	95	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	215		articAccentBelow												
33	32	94	94	0.0	0	0	Spanner	3/4	2	1	0																		
33	32	94	94	0.0	0	0	Spanner	3/4	2	1	0																	31	31
33	32	94	94	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	216													31	31
33	32	95	95	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	217													31	31
34	33	97	97	0.0	0	0	StaffText	3/4	1	1	0							ten.											
34	33	97	97	0.0	0	0	StaffText	3/4	1	1	0							a tempo											
34	33	197/2	197/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					pp													
34	33	197/2	197/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	218									25					
34	33	99	99	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	219									25					
34	33	199/2	199/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	220									25					
34	33	97	97	0.0	0	0	Dynamic	3/4	1	2	0					sf													
34	33	97	97	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	221														
34	33	97	97	0.0	0	0	Spanner	3/4	2	1	0																		
34	33	97	97	0.0	0	0	Spanner	3/4	2	1	0																	32	32
34	33	197/2	197/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	222									26				32	32
34	33	99	99	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	223									26				32	32
34	33	199/2	199/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	224									26				32	32
34	33	97	97	0.0	0	0	Chord	3/4	2	2	0	acciaccatura	1/8	1	225													32	32
34	33	97	97	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	226													32	32
35	34	100	100	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	227									25					
35	34	201/2	201/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	228									25					
35	34	101	101	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	229														
35	34	102	102	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	230														
35	34	100	100	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	231														
35	34	100	100	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	232									26				32	32
35	34	201/2	201/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	233									26				32	32
35	34	101	101	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	234													32	32
35	34	102	102	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	235		articAccentAbove											32	32
35	34	100	100	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	236													32	32
36	35	103	103	0.0	0	0	StaffText	3/4	1	1	0							ten.											
36	35	209/2	209/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					pp													
36	35	209/2	209/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	237									27					
36	35	105	105	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	238									27					
36	35	211/2	211/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	239									27					
36	35	103	103	0.0	0	0	Dynamic	3/4	1	2	0					sf													
36	35	103	103	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	240														
36	35	103	103	0.0	0	0	Spanner	3/4	2	1	0																		
36	35	103	103	0.0	0	0	Spanner	3/4	2	1	0																	33	33
36	35	209/2	209/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	241									28				33	33
36	35	105	105	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	242									28				33	33
36	35	211/2	211/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	243									28				33	33
36	35	103	103	0.0	0	0	Chord	3/4	2	2	0	acciaccatura	1/8	1	244													33	33
36	35	103	103	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	245													33	33
37	36	106	106	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	246									27					
37	36	213/2	213/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	247									27					
37	36	107	107	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	248														
37	36	106	106	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	249														
37	36	108	108	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	250		articAccentBelow												
37	36	106	106	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	251									28				33	33
37	36	213/2	213/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	252									28				33	33
37	36	107	107	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	253									28				33	33
37	36	108	108	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	254													33	33
37	36	106	106	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	255													33	33
38	37	109	109	0.0	0	0	StaffText	3/4	1	1	0							ten.											
38	37	221/2	221/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					pp													
38	37	221/2	221/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	256									29					
38	37	111	111	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	257									29					
38	37	223/2	223/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	258									29					
38	37	109	109	0.0	0	0	Dynamic	3/4	1	2	0					sf													
38	37	109	109	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	259														
38	37	109	109	0.0	0	0	Spanner	3/4	2	1	0																		
38	37	109	109	0.0	0	0	Spanner	3/4	2	1	0																	34	34
38	37	221/2	221/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	260									30				34	34
38	37	111	111	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	261									30				34	34
38	37	223/2	223/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	262									30				34	34
38	37	109	109	0.0	0	0	Chord	3/4	2	2	0	acciaccatura	1/8	1	263													34	34
38	37	109	109	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	264													34	34
39	38	112	112	0.0	0	0	Spanner	3/4	1	1	0													29	6				
39	38	112	112	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	265									29	6				
39	38	225/2	225/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	266									29	6				
39	38	113	113	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	267										6				
39	38	114	114	0.0	1/2	1/2	Spanner	3/4	1	1	0																		
39	38	114	114	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	268														
39	38	112	112	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	269														
39	38	112	112	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	270									30				34	34
39	38	225/2	225/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	271									30				34	34
39	38	113	113	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	272													34	34
39	38	114	114	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	273		articAccentAbove											34	34
39	38	112	112	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	274													34	34
40	39	115	115	0.0	0	0	StaffText	3/4	1	1	0							ten.											
40	39	233/2	233/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					pp													
40	39	233/2	233/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	275									31					
40	39	117	117	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	276									31					
40	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	277														
40	39	115	115	0.0	0	0	Dynamic	3/4	1	2	0					sf													
40	39	115	115	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	278														
40	39	115	115	0.0	0	0	Spanner	3/4	2	1	0																		
40	39	115	115	0.0	0	0	Spanner	3/4	2	1	0																	35	35
40	39	233/2	233/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	279									32				35	35
40	39	117	117	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	280									32				35	35
40	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	281													35	35
40	39	115	115	0.0	0	0	Chord	3/4	2	2	0	acciaccatura	1/8	1	282													35	35
40	39	115	115	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	283													35	35
41	40	118	118	0.0	0	0	StaffText	3/4	1	1	0							riten.											
41	40	118	118	0.0	0	0	Spanner	3/4	1	1	0														7				
41	40	118	118	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	284									33	7				
41	40	237/2	237/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	285									33	7				
41	40	119	119	0.0	1/4	1/4	Spanner	3/4	1	1	0													33					
41	40	119	119	0.0	1/4	1/4	Spanner	3/4	1	1	0													33			4		
41	40	119	119	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	286									33			4		
41	40	120	120	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	287									34			4		
41	40	118	118	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	288												4		
41	40	118	118	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	289									35				35	35
41	40	237/2	237/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	290									35				35	35
41	40	119	119	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	291									35				35	35
41	40	120	120	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	292									35				35	35
41	40	241/2	241/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	293													35	35
42	41	121	121	0.0	0	0	Dynamic	3/4	1	1	0					p													
42	41	121	121	0.0	0	0	Spanner	3/4	1	1	0																		
42	41	121	121	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	294									36					
42	41	121	121	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	295									36					
42	41	245/2	245/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	296									36					
42	41	123	123	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	297									36					
42	41	247/2	247/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	298									36					
42	41	121	121	0.0	0	0	Spanner	3/4	2	1	0																		
42	41	121	121	0.0	0	0	Spanner	3/4	2	1	0																	36	36
42	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	299													36	36
42	41	123	123	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	300													36	36
42	41	121	121	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	301													36	36
43	42	124	124	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	302									36					
43	42	249/2	249/2	0.0	1/8	1/8	Spanner	3/4	1	1	0													36	8				
43	42	249/2	249/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	303									36	8				
43	42	125	125	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	304									36	8				
43	42	126	126	0.0	1/2	1/2	Spanner	3/4	1	1	0																		
43	42	126	126	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	305														
43	42	124	124	0.0	0	0	Spanner	3/4	2	1	0																		
43	42	124	124	0.0	0	0	Spanner	3/4	2	1	0																	37	37
43	42	125	125	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	306													37	37
43	42	126	126	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	307													37	37
43	42	124	124	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	308													37	37
44	43	127	127	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	309									37					
44	43	257/2	257/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	310									37					
44	43	129	129	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	311									37					
44	43	259/2	259/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	312									37					
44	43	127	127	0.0	0	0	Spanner	3/4	2	1	0																		
44	43	127	127	0.0	0	0	Spanner	3/4	2	1	0																	38	38
44	43	128	128	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	313													38	38
44	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	314													38	38
44	43	127	127	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	315													38	38
45	44	130	130	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	316									37					
45	44	523/4	523/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	317									37					
45	44	131	131	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	318									37					
45	44	132	132	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	319														
45	44	130	130	0.0	0	0	Spanner	3/4	2	1	0																		
45	44	130	130	0.0	0	0	Spanner	3/4	2	1	0																	39	39
45	44	131	131	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	320													39	39
45	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	321													39	39
45	44	130	130	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	322													39	39
46	45	133	133	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	323									38					
46	45	269/2	269/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	324									38					
46	45	135	135	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	325									38					
46	45	271/2	271/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	326									38					
46	45	133	133	0.0	0	0	Spanner	3/4	2	1	0																		
46	45	133	133	0.0	0	0	Spanner	3/4	2	1	0																	40	40
46	45	133	133	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	327													40	40
46	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	328													40	40
46	45	135	135	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
47	46	136	136	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	329														
47	46	547/4	547/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	330									39					
47	46	137	137	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	331		articAccentAbove												
47	46	136	136	0.0	0	0	Spanner	3/4	2	1	0																	41	41
47	46	136	136	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	332													41	41
47	46	137	137	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	333													41	41
47	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	334													41	41
48	47	139	139	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	335									40					
48	47	279/2	279/2	0.0	1/8	1/8	Spanner	3/4	1	1	0													40	9				
48	47	279/2	279/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	336									40	9				
48	47	140	140	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	337									40	9				
48	47	281/2	281/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	338									40	9				
48	47	141	141	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	339									40	9				
48	47	283/2	283/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	340										9				
48	47	139	139	0.0	0	0	Spanner	3/4	2	1	0																		
48	47	139	139	0.0	0	0	Spanner	3/4	2	1	0																	42	42
48	47	139	139	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	341													42	42
48	47	140	140	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	342													42	42
48	47	141	141	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	343													42	42
49	48	142	142	0.0	0	0	Spanner	3/4	1	1	0																		
49	48	142	142	0.0	0	0	Spanner	3/4	1	1	0																5		
49	48	142	142	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	344									41			5		
49	48	144	144	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	345												5		
49	48	142	142	0.0	0	0	Spanner	3/4	2	1	0																		
49	48	142	142	0.0	0	0	Spanner	3/4	2	1	0																	43	43
49	48	143	143	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	346													43	43
49	48	144	144	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
49	48	144	144	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	347														
49	48	142	142	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	348														
50	49	145	145	0.0	0	0	Spanner	3/4	1	1	0																		
50	49	145	145	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	349									42					
50	49	293/2	293/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	350									42					
50	49	147	147	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	351									42					
50	49	295/2	295/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	352									42					
50	49	145	145	0.0	0	0	Spanner	3/4	2	1	0																	44	44
50	49	146	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	353													44	44
50	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	354													44	44
50	49	145	145	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	355													44	44
51	50	148	148	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	356		ornamentTrill							42					
51	50	297/2	297/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	357									42					
51	50	149	149	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	358									42					
51	50	150	150	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	359														
51	50	148	148	0.0	0	0	Spanner	3/4	2	1	0																		
51	50	148	148	0.0	0	0	Spanner	3/4	2	1	0																	45	45
51	50	149	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	360													45	45
51	50	150	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	361													45	45
51	50	148	148	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	362													45	45
52	51	151	151	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	363									43					
52	51	305/2	305/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	364									43					
52	51	153	153	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	365									43					
52	51	307/2	307/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	366									43					
52	51	151	151	0.0	0	0	Spanner	3/4	2	1	0																		
52	51	151	151	0.0	0	0	Spanner	3/4	2	1	0																	46	46
52	51	152	152	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	367													46	46
52	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	368													46	46
52	51	151	151	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	369													46	46
53	52	154	154	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	370		ornamentTrill							43					
53	52	309/2	309/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	371									43					
53	52	155	155	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	372		articAccentBelow							43					
53	52	156	156	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	373														
53	52	154	154	0.0	0	0	Spanner	3/4	2	1	0																		
53	52	154	154	0.0	0	0	Spanner	3/4	2	1	0																	47	47
53	52	155	155	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	374													47	47
53	52	156	156	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	375													47	47
53	52	154	154	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	376													47	47
54	53	157	157	0.0	0	0	Spanner	3/4	1	1	0															2			
54	53	157	157	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	377		ornamentTrill							44		2			
54	53	317/2	317/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													44					
54	53	317/2	317/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	378									44					
54	53	159	159	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	379									44					
54	53	319/2	319/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	380									44					
54	53	157	157	0.0	0	0	Spanner	3/4	2	1	0																		
54	53	157	157	0.0	0	0	Spanner	3/4	2	1	0																	48	48
54	53	157	157	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	381													48	48
54	53	158	158	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	382													48	48
54	53	159	159	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	383													48	48
55	54	160	160	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	384														
55	54	321/2	321/2	0.0	1/8	1/8	Spanner	3/4	1	1	0														10				
55	54	643/4	643/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	385									45	10				
55	54	161	161	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf													
55	54	161	161	0.0	1/4	1/4	Spanner	3/4	1	1	0																		
55	54	161	161	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	386														
55	54	160	160	0.0	0	0	Spanner	3/4	2	1	0																		
55	54	160	160	0.0	0	0	Spanner	3/4	2	1	0																	49	49
55	54	160	160	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	387													49	49
55	54	161	161	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	388													49	49
55	54	162	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	389													49	49
56	55	163	163	0.0	0	0	Dynamic	3/4	1	1	0					ff													
56	55	163	163	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	390									46					
56	55	327/2	327/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	391		ornamentTrill							46					
56	55	164	164	0.0	1/4	1/4	StaffText	3/4	1	1	0							poco rit.						46					
56	55	164	164	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	392									46					
56	55	329/2	329/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	393									46					
56	55	165	165	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	394														
56	55	663/4	663/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	395									47					
56	55	163	163	0.0	0	0	Spanner	3/4	2	1	0																		
56	55	163	163	0.0	0	0	Spanner	3/4	2	1	0																	50	50
56	55	163	163	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	396													50	50
56	55	164	164	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	397													50	50
56	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	398													50	50
57	56	166	166	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	399														
57	56	667/4	667/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	400									48					
57	56	167	167	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	401														
57	56	166	166	0.0	0	0	Spanner	3/4	2	1	0																		
57	56	166	166	0.0	0	0	Spanner	3/4	2	1	0																	51	51
57	56	166	166	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	402													51	51
57	56	167	167	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	403		articAccentAbove											51	51
57	56	169	169	0.0	3/4	3/4	Spanner	3/4	2	1	0																		
