mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
38	38	112	112	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	261													
38	38	451/4	451/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	262									30				
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	263		articAccentBelow											
38	38	111	111	0.0	0	0	Spanner	3/4	2	1	0																5	5
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	264									31			5	5
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	265												5	5
38	38	113	113	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	266		articStaccatoBelow											
39	39	114	114	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	267													
39	39	343/3	343/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	268													
39	39	344/3	344/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	269													
39	39	115	115	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	270													
39	39	463/4	463/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	271									32				
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	272									32				
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	273									32				
39	39	114	114	0.0	0	0	Spanner	3/4	2	1	0																6	6
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	274									33			6	6
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	275												6	6
39	39	116	116	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	276		articStaccatoBelow											
40	40	117	117	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	277									32				
40	40	352/3	352/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	278									32				
40	40	353/3	353/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	279									32				
40	40	118	118	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	280													
40	40	475/4	475/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	281													
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	282		articAccentBelow											
40	40	117	117	0.0	0	0	Spanner	3/4	2	1	0																7	7
40	40	117	117	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	283									34			7	7
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	284												7	7
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	285		articStaccatoBelow										7	7
41	41	120	120	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	286													
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	287		articTenutoStaccatoAbove											
41	41	121	121	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	288		articAccentAbove							35				
41	41	485/4	485/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8		1/8	1	289													
41	41	122	122	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	290		articAccentAbove							36				
41	41	489/4	489/4	0.5	9/16	9/16	Chord	3/4	1	1	1/8		1/8	1	291													
41	41	120	120	0.0	0	0	Spanner	3/4	2	1	0																	
41	41	120	120	0.0	0	0	Spanner	3/4	2	1	0																8	8
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	292									37			8	8
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	293												8	8
41	41	122	122	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	294		articStaccatoBelow											
42	42	123	123	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	295													
42	42	370/3	370/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	296													
42	42	371/3	371/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	297													
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	298													
42	42	499/4	499/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	299									38				
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	300		articAccentBelow											
42	42	123	123	0.0	0	0	Spanner	3/4	2	1	0																9	9
42	42	123	123	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	301									39			9	9
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	302												9	9
42	42	125	125	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	303		articStaccatoBelow											
43	43	126	126	0.0	0	0	Spanner	3/4	1	1	0															2		
43	43	126	126	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	304									40		2		
43	43	379/3	379/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	305									40		2		
43	43	380/3	380/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	306											2		
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	307		articStaccatoBelow							41		2		
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	308		articStaccatoBelow									2		
43	43	126	126	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	309											2		
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	310											2		
43	43	126	126	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	311									42				
43	43	379/3	379/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	312									42				
43	43	380/3	380/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	313													
43	43	127	127	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	314		articStaccatoBelow							43				
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	315		articStaccatoBelow											
44	44	129	129	0.0	0	0	Spanner	3/4	1	1	0																	
44	44	129	129	0.0	0	0	Spanner	3/4	1	1	0															3		
44	44	129	129	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	316											3		
44	44	388/3	388/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	317											3		
44	44	389/3	389/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	318											3		
44	44	130	130	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
44	44	130	130	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	319													
44	44	129	129	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	320													
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	321													
44	44	129	129	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	322									44				
44	44	388/3	388/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	323									44				
44	44	389/3	389/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	324													
44	44	130	130	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	325													
45	45	132	132	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	326													
45	45	531/4	531/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	327													
45	45	133	133	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	328													
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	329									45				
45	45	132	132	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	330													
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	331													
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	332													
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	333													
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	334													
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	335													
46	46	135	135	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	336													
46	46	135	135	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	337													
46	46	137	137	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	338									46				
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	339													
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	340													
46	46	136	136	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	341													
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	342													
47	47	138	138	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	343									47				
47	47	555/4	555/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	344									47				
47	47	139	139	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	345		articStaccatoAbove							47				
47	47	418/3	418/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	346		articStaccatoAbove							47				
47	47	419/3	419/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	347		articStaccatoAbove							47				
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	348		articStaccatoAbove											
47	47	563/4	563/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	349									48				
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	350													
47	47	139	139	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	351													
47	47	140	140	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	352													
48	48	141	141	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	353													
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	354													
48	48	142	142	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	355													
48	48	143	143	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	356													
49	49	144	144	0.0	0	0	Dynamic	3/4	1	1	0					p												
49	49	144	144	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	357									49				
49	49	145	145	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	358													
49	49	144	144	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	359													
49	49	145	145	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	360													
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	361													
50	50	147	147	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	362									50				
50	50	148	148	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	363													
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	364													
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	365													
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	366													
51	51	150	150	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	367									51				
51	51	601/4	601/4	0.0	1/16	1/16	Spanner	3/4	1	1	0															4		
51	51	601/4	601/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16		1/8	3/2	368											4		
51	51	151	151	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	369											4		
51	51	150	150	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	370													
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	371													
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	372													
52	52	153	153	0.0	0	0	Spanner	3/4	1	1	0																	
52	52	153	153	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	373									52				
52	52	613/4	613/4	0.0	1/16	1/16	Spanner	3/4	1	1	0															5		
52	52	613/4	613/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16		1/8	3/2	374											5		
52	52	154	154	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	375											5		
52	52	623/4	623/4	0.0	11/16	11/16	Spanner	3/4	1	1	0																	
52	52	623/4	623/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	376									53				
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	377													
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	378													
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	379													
53	53	156	156	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	380									53				
53	53	625/4	625/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	381									53				
53	53	313/2	313/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	382									53				
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	383									53				
53	53	157	157	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	384									53				
53	53	472/3	472/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	385									53				
53	53	473/3	473/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	386									53				
53	53	158	158	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	387									53				
53	53	317/2	317/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	388									53				
53	53	476/3	476/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	389									53				
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	390													
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	391													
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	392													
54	54	159	159	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	393													
54	54	159	159	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	394													
54	54	161	161	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	395									54				
54	54	484/3	484/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	396									54				
54	54	485/3	485/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	397													
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	398													
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	399													
54	54	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	400													
55	55	162	162	0.2	0	0	Chord	3/4	1	1	1/20		1/16	4/5	401									55				
55	55	811/5	811/5	0.2	1/20	1/20	Chord	3/4	1	1	1/20		1/16	4/5	402									55				
55	55	812/5	812/5	0.2	1/10	1/10	Chord	3/4	1	1	1/20		1/16	4/5	403									55				
55	55	813/5	813/5	0.2	3/20	3/20	Chord	3/4	1	1	1/20		1/16	4/5	404									55				
55	55	814/5	814/5	0.2	1/5	1/5	Chord	3/4	1	1	1/20		1/16	4/5	405									55				
55	55	163	163	0.2	1/4	1/4	Chord	3/4	1	1	1/20		1/16	4/5	406									55				
55	55	816/5	816/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20		1/16	4/5	407									55				
55	55	817/5	817/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20		1/16	4/5	408									55				
55	55	818/5	818/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20		1/16	4/5	409									55				
55	55	819/5	819/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20		1/16	4/5	410									55				
55	55	164	164	0.2	1/2	1/2	Chord	3/4	1	1	1/20		1/16	4/5	411									55				
55	55	821/5	821/5	0.2	11/20	11/20	Chord	3/4	1	1	1/20		1/16	4/5	412									55				
55	55	822/5	822/5	0.2	3/5	3/5	Chord	3/4	1	1	1/20		1/16	4/5	413									55				
55	55	823/5	823/5	0.2	13/20	13/20	Chord	3/4	1	1	1/20		1/16	4/5	414									55				
55	55	824/5	824/5	0.2	7/10	7/10	Chord	3/4	1	1	1/20		1/16	4/5	415									55				
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	416													
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	417													
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	418													
56	56	165	165	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	419		articAccentAbove											
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	420													
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	421													
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	422													
57	57	169	169	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p												
57	57	169	169	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	423													
57	57	169	169	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	424													
57	57	168	168	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	425													
57	57	169	169	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	426													
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	427													
58	58	171	171	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	428									56				
58	58	1027/6	1027/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	429									56				
58	58	514/3	514/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	430									56				
58	58	343/2	343/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	431									56				
58	58	515/3	515/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	432									56				
58	58	1031/6	1031/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	433									56				
58	58	172	172	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	434		articAccentAbove											
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	435													
58	58	172	172	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	436													
58	58	173	173	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	437													
59	59	174	174	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	438													
59	59	174	174	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	439		articStaccatissimoAbove											
59	59	699/4	699/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	440		ornamentShortTrill							57				
59	59	175	175	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	441		articStaccatissimoAbove											
59	59	176	176	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	442									58				
59	59	174	174	0.0	0	0	Spanner	3/4	2	1	0																10	10
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	443												10	10
59	59	175	175	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	444												10	10
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	445												10	10
60	60	177	177	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	446													
60	60	178	178	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	447													
60	60	179	179	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	448													
60	60	177	177	0.0	0	0	Spanner	3/4	2	1	0																	
60	60	177	177	0.0	0	0	Spanner	3/4	2	1	0																11	11
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	449												11	11
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	450												11	11
60	60	177	177	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	451												11	11
61	61	180	180	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	452									59				
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	453									59				
61	61	181	181	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	454									59				
61	61	182	182	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	455									59				
61	61	180	180	0.0	0	0	Dynamic	3/4	1	2	0					p												
61	61	180	180	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	456													
61	61	181	181	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	457													
61	61	182	182	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	458													
61	61	180	180	0.0	0	0	Spanner	3/4	2	1	0																	
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	459		articStaccatoBelow							60				
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	460		articStaccatoBelow							60				
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	461		articStaccatoBelow											
62	62	183	183	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	462									59				
62	62	183	183	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	463									59				
62	62	183	183	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	464									59				
62	62	183	183	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	465													
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	466													
62	62	184	184	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	467													
62	62	185	185	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	468													
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	469													
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	470													
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	471													
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	472													
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	473									61				
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	474									61				
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	475									61				
63	63	188	188	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	476									61				
63	63	186	186	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	477													
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	478													
63	63	188	188	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	479													
63	63	186	186	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	480													
63	63	187	187	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	481													
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	482													
64	64	189	189	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	483									61				
64	64	189	189	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	484									61				
64	64	189	189	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	485									61				
64	64	189	189	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	486													
64	64	568/3	568/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	487													
64	64	569/3	569/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	488													
64	64	190	190	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	489													
64	64	191	191	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	490													
64	64	383/2	383/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	491													
64	64	189	189	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	492													
64	64	190	190	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	493													
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	494													
65	65	192	192	0.0	0	0	Spanner	3/4	1	1	0														0			
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	495									62	0			
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	496									62	0			
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	497									62	0			
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	498									62	0			
65	65	192	192	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	499										0			
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	500										0			
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	501										0			
65	65	192	192	0.0	0	0	Spanner	3/4	2	1	0																12	12
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	502												12	12
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	503												12	12
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	504												12	12
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	505									62	0			
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	506									62	0			
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	507									62	0			
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	508									62	0			
66	66	195	195	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	509										0			
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	510										0			
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	511										0			
66	66	195	195	0.0	0	0	Spanner	3/4	2	1	0																	
66	66	195	195	0.0	0	0	Spanner	3/4	2	1	0																13	13
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	512												13	13
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	513												13	13
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	514												13	13
67	67	198	198	0.0	0	0	Spanner	3/4	1	1	0													62				
67	67	198	198	0.0	0	0	Spanner	3/4	1	1	0													62		6		
67	67	198	198	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	515									62		6		
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	516									62		6		
67	67	199	199	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	517									62		6		
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	518									62		6		
67	67	198	198	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	519											6		
67	67	199	199	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	520											6		
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	521											6		
