mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
30	30	87	87	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	265												
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	266								24				
30	30	88	88	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	267								24				
30	30	87	87	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	268												
30	30	87	87	0.0	0	0	Spanner	3/4	2	1	0																
30	30	88	88	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	269			articAccentAbove									
30	30	87	87	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	270												
31	31	90	90	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	271												
31	31	363/4	363/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	272								25				
31	31	91	91	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	273								25				
31	31	92	92	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	274								25				
31	31	90	90	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	275												
31	31	363/4	363/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	276												
31	31	91	91	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	277												
31	31	90	90	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	278												
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	279								26				
32	32	93	93	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	280								25				
32	32	94	94	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	281								25				
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	282												
32	32	93	93	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	283								26				
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	284								26				
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	285								26				
33	33	96	96	0.0	0	0	Dynamic	3/4	1	1	0						fz										
33	33	96	96	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	286			articStaccatoBelow									
33	33	97	97	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	287								27				
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	288								27				
33	33	98	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	289								27				
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	290								27				
33	33	97	97	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	291												
33	33	96	96	0.0	0	0	Spanner	3/4	2	1	0															10	10
33	33	96	96	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	292			articStaccatoBelow								10	10
33	33	97	97	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	293								28			10	10
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	294								28			10	10
33	33	98	98	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	295								28			10	10
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	296											10	10
33	33	97	97	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	297											10	10
34	34	99	99	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	298												
34	34	399/4	399/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	299								29				
34	34	100	100	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	300								29				
34	34	99	99	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	301												
34	34	99	99	0.0	0	0	Spanner	3/4	2	1	0																
34	34	100	100	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	302												
34	34	99	99	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	303												
35	35	102	102	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	304												
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	305								30				
35	35	103	103	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	306								30				
35	35	104	104	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	307								30				
35	35	102	102	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	308												
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	309												
35	35	103	103	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	310												
35	35	104	104	0.0	1/2	1/2	Spanner	3/4	2	1	0															11	11
35	35	102	102	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	311											11	11
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	312											11	11
36	36	105	105	0.0	0	0	Spanner	3/4	1	1	0												30	1			
36	36	105	105	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	313								30	1			
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	314								30	1			
36	36	105	105	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	315											11	11
36	36	105	105	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	316											11	11
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	317											11	11
37	37	108	108	0.0	0	0	Dynamic	3/4	1	1	0						p						30				
37	37	108	108	0.0	0	0	Spanner	3/4	1	1	0												30				
37	37	108	108	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	318								30				
37	37	108	108	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	319								30				
37	37	108	108	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	320								30				
37	37	108	108	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	321								30				
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	322								30				
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	323								30				
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	324								30				
37	37	108	108	0.0	0	0	Spanner	3/4	2	1	0																
37	37	108	108	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	325								31				
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	326								31				
37	37	109	109	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	327								31				
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	328								31				
38	38	111	111	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	329								30				
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	330								30				
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	331								30				
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	332												
38	38	111	111	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	333												
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	334								31				
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	335								31				
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	336												
39	39	114	114	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	337								32				
39	39	459/4	459/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	338								32				
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	339								32				
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	340								32				
39	39	114	114	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	341												
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	342								33				
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	343								33				
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	344								33				
40	40	117	117	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	345								32				
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	346								32				
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	347								32				
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	348												
40	40	117	117	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	349												
40	40	117	117	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	350								33				
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	351								33				
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	352												
41	41	121	121	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	353												
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	354												
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	355												
41	41	120	120	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	356								34				
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	357								34				
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	358								34				
41	41	122	122	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	359								34				
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	360								34				
42	42	123	123	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	361												
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	362												
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	363												
42	42	123	123	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	364								34				
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	365								34				
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	366								34				
42	42	125	125	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	367								34				
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	368								34				
43	43	126	126	0.0	0	0	Spanner	3/4	1	1	0														1		
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	369								35		1		
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	370								35		1		
43	43	126	126	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	371								34				
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	372								34				
43	43	127	127	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	373								34				
43	43	128	128	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	374								34				
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	375								34				
44	44	129	129	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	376										1		
44	44	129	129	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	377										1		
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	378										1		
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	379										1		
44	44	129	129	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	380								34				
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	381								34				
44	44	130	130	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	382								34				
45	45	132	132	0.0	0	0	Spanner	3/4	1	1	0																
45	45	132	132	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	383												
45	45	133	133	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	384								36				
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	385								36				
45	45	133	133	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	386												
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	387												
45	45	132	132	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	388								34				
45	45	265/2	265/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	389								34				
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	390								34				
45	45	134	134	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	391								34				
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	392								34				
46	46	135	135	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	393								36				
46	46	135	135	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	394												
46	46	136	136	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	395												
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	396												
46	46	135	135	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	397								34				
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	398								34				
46	46	136	136	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	399								34				
46	46	137	137	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	400								34				
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	401								34				
47	47	138	138	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	402								36				
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	403								36				
47	47	140	140	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	404								36				
47	47	140	140	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	405								36				
47	47	563/4	563/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	406								36				
47	47	139	139	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	407												
47	47	140	140	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	408												
47	47	138	138	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	409								34				
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	410								34				
47	47	139	139	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	411								34				
47	47	140	140	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	412								34				
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	413								34				
48	48	141	141	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	414								36				
48	48	142	142	0.0	1/4	1/4	StaffText	3/4	1	1	0								ten.								
48	48	142	142	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	415								37				
48	48	141	141	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	416												
48	48	142	142	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	417												
48	48	143	143	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	418												
48	48	141	141	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	419								34				
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	420								34				
48	48	142	142	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	421			articAccentAbove									
49	49	144	144	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	422												
49	49	144	144	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	423												
49	49	145	145	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	424												
49	49	146	146	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	425												
49	49	144	144	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	426								38				
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	427								38				
49	49	145	145	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	428												
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	429								39				
50	50	147	147	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	430												
50	50	147	147	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	431	>											
50	50	148	148	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	432												
50	50	149	149	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	433												
50	50	147	147	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	434								39				
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	435								39				
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	436												
50	50	149	149	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	437								40				
50	50	599/4	599/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	438								40				
51	51	150	150	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	439								41				
51	51	151	151	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	440								41				
51	51	152	152	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	441								41				
51	51	150	150	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	442								40				
51	51	301/2	301/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	443								40				
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	444								40				
51	51	152	152	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	445								40				
51	51	611/4	611/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	446								40				
52	52	153	153	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	447								41				
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	448								41				
52	52	155	155	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	449								41				
52	52	153	153	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	450								40				
52	52	307/2	307/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	451								40				
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	452												
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	453												
53	53	156	156	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	454												
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	455								42				
53	53	157	157	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	456								42				
53	53	158	158	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	457								42				
53	53	635/4	635/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	458								42				
53	53	157	157	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	459			articAccentBelow									
53	53	156	156	0.0	0	0	Spanner	3/4	2	1	0															12	12
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	460											12	12
53	53	157	157	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	461											12	12
53	53	156	156	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	462											12	12
54	54	159	159	0.0	0	0	Spanner	3/4	1	1	0												42		2		
54	54	159	159	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	463								42		2		
54	54	639/4	639/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	464								42		2		
54	54	160	160	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	465								42		2		
54	54	159	159	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	466										2		
54	54	159	159	0.0	0	0	Spanner	3/4	2	1	0																
54	54	159	159	0.0	0	0	Spanner	3/4	2	1	0															13	13
54	54	159	159	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	467											13	13
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	468											13	13
54	54	160	160	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	469											13	13
54	54	159	159	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	470											13	13
55	55	162	162	0.0	0	0	Spanner	3/4	1	1	0												42				
55	55	162	162	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	471								42				
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	472								42				
55	55	163	163	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	473								42				
55	55	164	164	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	474								42				
55	55	659/4	659/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	475								42				
55	55	162	162	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	476												
55	55	162	162	0.0	0	0	Spanner	3/4	2	1	0																
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	477												
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	478												
55	55	164	164	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	479												
55	55	659/4	659/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	480												
55	55	162	162	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	481												
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	482								42				
56	56	166	166	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	483												
56	56	167	167	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	484								43				
56	56	502/3	502/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	485								43				
56	56	503/3	503/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	486								43				
56	56	165	165	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	487												
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	488												
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	489												
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	490												
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	491												
56	56	165	165	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	492												
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	493												
57	57	169	169	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	494								44				
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	495								44				
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	496								44				
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	497								44				
57	57	168	168	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	498												
57	57	168	168	0.0	0	0	Spanner	3/4	2	1	0															14	14
57	57	168	168	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	499											14	14
57	57	169	169	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	500											14	14
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	501											14	14
57	57	170	170	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	502											14	14
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	503											14	14
57	57	168	168	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	504											14	14
58	58	171	171	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	505												
58	58	687/4	687/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	506								45				
58	58	172	172	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	507								45				
58	58	171	171	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	508												
58	58	171	171	0.0	0	0	Spanner	3/4	2	1	0																
58	58	172	172	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	509			articAccentAbove									
58	58	171	171	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	510												
59	59	174	174	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	511												
59	59	699/4	699/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	512								46				
59	59	175	175	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	513								46				
59	59	176	176	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	514								46				
59	59	174	174	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	515												
59	59	699/4	699/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	516												
59	59	175	175	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	517												
59	59	174	174	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	518												
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	519												
60	60	177	177	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	520								46, 47				
60	60	178	178	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	521			articAccentBelow					46				
60	60	177	177	0.0	0	0	Spanner	3/4	2	1	0															15	15
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	522											15	15
60	60	178	178	0.0	1/4	1/4	Spanner	3/4	2	1	0																
60	60	178	178	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	523												
61	61	180	180	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	524			articStaccatoBelow									
61	61	181	181	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	525								48				
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	526								48				
61	61	182	182	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	527								48				
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	528								48				
61	61	181	181	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	529												
61	61	180	180	0.0	0	0	Spanner	3/4	2	1	0															16	16
61	61	180	180	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	530			articStaccatoBelow								16	16
61	61	181	181	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	531								49			16	16
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	532								49			16	16
61	61	182	182	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	533								49			16	16
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	534											16	16
61	61	181	181	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	535											16	16
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	536												
62	62	735/4	735/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	537								50				
62	62	184	184	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	538			articAccentBelow					50				
62	62	183	183	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	539												
62	62	183	183	0.0	0	0	Spanner	3/4	2	1	0																
62	62	184	184	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	540												
62	62	183	183	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	541												
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	542												
