mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
41	40	118	118	0.0	0	0	Spanner	3/4	2	1	0									20	20				
41	40	118	118	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	250					20	20				
41	40	119	119	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	251					20	20				
41	40	120	120	0.0	1/2	1/2	Spanner	3/4	2	1	0														
42	41	121	121	0.0	0	0	StaffText	3/4	1	1	0							sotto voce							
42	41	121	121	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	252				32						
42	41	243/2	243/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	253				32						
42	41	122	122	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	254				32						
42	41	367/3	367/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	255				32						
42	41	368/3	368/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	256				32						
42	41	123	123	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	257				32						
42	41	247/2	247/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	258				32						
42	41	121	121	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	259				33						
42	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	260										
42	41	123	123	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	261				34						
43	42	124	124	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	262				32						
43	42	499/4	499/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	263				32						
43	42	125	125	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	264				32						
43	42	126	126	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	265										
43	42	124	124	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	266				34						
43	42	125	125	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	267				34						
43	42	126	126	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	268										
44	43	127	127	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	269				35						
44	43	255/2	255/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	270				35						
44	43	128	128	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	271				35						
44	43	385/3	385/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	272				35						
44	43	386/3	386/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	273				35						
44	43	129	129	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	274				35						
44	43	259/2	259/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	275				35						
44	43	127	127	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	276				36						
44	43	128	128	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	277										
44	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	278				37						
45	44	130	130	0.0	0	0	Spanner	3/4	1	1	0								35			1			
45	44	130	130	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	279				35			1			
45	44	523/4	523/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	280				35			1			
45	44	131	131	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	281				35			1			
45	44	132	132	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	282				35			1			
45	44	130	130	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	283				37						
45	44	131	131	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	284				37						
45	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	285										
46	45	133	133	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	286				35			1			
46	45	535/4	535/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	287				35			1			
46	45	134	134	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	288				35			1			
46	45	135	135	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	289				35			1			
46	45	543/4	543/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	290				35			1			
46	45	133	133	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	291				38						
46	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	292										
46	45	135	135	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	293				39						
47	46	136	136	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	294				35			1			
47	46	137	137	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	295				35			1			
47	46	551/4	551/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	296				35			1			
47	46	138	138	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	297				35			1			
47	46	136	136	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	298				39						
47	46	137	137	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	299				39						
47	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	300										
48	47	139	139	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	301				35			1			
48	47	139	139	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	302				40						
49	48	142	142	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	303				35			1			
49	48	144	144	0.0	1/2	1/2	Spanner	3/4	1	1	0														
49	48	144	144	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	304										
49	48	142	142	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	305				40						
49	48	144	144	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	306										
50	49	145	145	0.0	0	0	Dynamic	3/4	1	1	0					f									
50	49	146	146	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	307		articAccentAbove		41						
50	49	147	147	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	308		articAccentAbove		41						
50	49	145	145	0.0	0	0	Spanner	3/4	2	1	0									21	21				
50	49	145	145	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	309					21	21				
50	49	146	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	310					21	21				
50	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	311					21	21				
51	50	148	148	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	312										
51	50	595/4	595/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	313										
51	50	149	149	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	314										
51	50	599/4	599/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	315										
51	50	150	150	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	316										
51	50	595/4	595/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	317				42						
51	50	599/4	599/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	318				42						
51	50	148	148	0.0	0	0	Spanner	3/4	2	1	0														
51	50	148	148	0.0	0	0	Spanner	3/4	2	1	0									22	22				
51	50	149	149	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	319		articAccentBelow			22	22				
51	50	148	148	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	320					22	22				
51	50	150	150	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	321					22	22				
52	51	151	151	0.0	0	0	Dynamic	3/4	1	1	0					fz									
52	51	151	151	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	322										
52	51	152	152	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	323		articAccentAbove		43						
52	51	153	153	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	324		articAccentAbove		43						
52	51	151	151	0.0	0	0	Spanner	3/4	2	1	0														
52	51	151	151	0.0	0	0	Spanner	3/4	2	1	0									23	23				
52	51	151	151	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	325					23	23				
52	51	152	152	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	326					23	23				
52	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	327					23	23				
53	52	154	154	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	328										
53	52	619/4	619/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	329										
53	52	155	155	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	330										
53	52	623/4	623/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	331										
53	52	156	156	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	332										
53	52	619/4	619/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	333				44						
53	52	623/4	623/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	334				44						
53	52	154	154	0.0	0	0	Spanner	3/4	2	1	0														
53	52	154	154	0.0	0	0	Spanner	3/4	2	1	0									24	24				
53	52	155	155	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	335		articAccentBelow			24	24				
53	52	154	154	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	336					24	24				
53	52	156	156	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	337					24	24				
54	53	158	158	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	338		articAccentAbove		45						
54	53	159	159	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	339		articAccentAbove		45						
54	53	157	157	0.0	0	0	Spanner	3/4	2	1	0														
54	53	157	157	0.0	0	0	Spanner	3/4	2	1	0									25	25				
54	53	157	157	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	340					25	25				
54	53	158	158	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	341					25	25				
54	53	159	159	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	342					25	25				
55	54	160	160	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	343										
55	54	643/4	643/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	344										
55	54	161	161	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	345										
55	54	647/4	647/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	346										
55	54	162	162	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	347										
55	54	643/4	643/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	348				46						
55	54	647/4	647/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	349				46						
55	54	160	160	0.0	0	0	Spanner	3/4	2	1	0														
55	54	160	160	0.0	0	0	Spanner	3/4	2	1	0									26	26				
55	54	161	161	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	350		articAccentBelow			26	26				
55	54	160	160	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	351					26	26				
55	54	162	162	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	352					26	26				
56	55	163	163	0.0	0	0	Dynamic	3/4	1	1	0					sfz									
56	55	163	163	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	353										
56	55	164	164	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	354		articAccentAbove		47						
56	55	165	165	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	355		articAccentAbove		47						
56	55	163	163	0.0	0	0	Spanner	3/4	2	1	0														
56	55	163	163	0.0	0	0	Spanner	3/4	2	1	0									27	27				
56	55	163	163	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	356					27	27				
56	55	164	164	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	357					27	27				
56	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	358					27	27				
57	56	166	166	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	359										
57	56	667/4	667/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	360										
57	56	167	167	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	361										
57	56	671/4	671/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	362										
57	56	168	168	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	363										
57	56	667/4	667/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	364				48						
57	56	671/4	671/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	365				48						
57	56	166	166	0.0	0	0	Spanner	3/4	2	1	0														
57	56	166	166	0.0	0	0	Spanner	3/4	2	1	0									28	28				
57	56	167	167	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	366		articAccentBelow			28	28				
57	56	166	166	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	367					28	28				
57	56	168	168	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	368					28	28				
58	57	170	170	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	369		articAccentBelow		49						
58	57	171	171	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	370		articAccentBelow		49						
58	57	169	169	0.0	0	0	Spanner	3/4	2	1	0														
58	57	169	169	0.0	0	0	Spanner	3/4	2	1	0									29	29				
58	57	169	169	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	371					29	29				
58	57	170	170	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	372					29	29				
58	57	171	171	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	373					29	29				
59	58	172	172	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	374										
59	58	691/4	691/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	375		articAccentBelow								
59	58	173	173	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	376										
59	58	695/4	695/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	377										
59	58	174	174	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	378										
59	58	691/4	691/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	379				50						
59	58	695/4	695/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	380				50						
59	58	172	172	0.0	0	0	Spanner	3/4	2	1	0														
59	58	172	172	0.0	0	0	Spanner	3/4	2	1	0									30	30				
59	58	172	172	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	381					30	30				
59	58	173	173	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	382					30	30				
59	58	174	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	383					30	30				
60	59	175	175	0.0	0	0	Dynamic	3/4	1	1	0					fz									
60	59	175	175	0.0	0	0	Spanner	3/4	1	1	0														0
60	59	175	175	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	384										0
60	59	176	176	0.0	1/4	1/4	Spanner	3/4	1	1	0														
60	59	176	176	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	385		articAccentBelow		51						
60	59	177	177	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	386		articAccentBelow		51						
60	59	175	175	0.0	0	0	Spanner	3/4	2	1	0									31	31				
60	59	175	175	0.0	0	0	Spanner	3/4	2	1	0									31	31				
60	59	175	175	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	387					31	31				
60	59	176	176	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	388					31	31				
60	59	177	177	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	389					31	31				
61	60	178	178	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	390				51						
61	60	715/4	715/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	391				51						
61	60	179	179	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	392				51						
61	60	719/4	719/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	393				51						
61	60	180	180	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	394				51						
61	60	715/4	715/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	395										
61	60	719/4	719/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	396										
61	60	178	178	0.0	0	0	Spanner	3/4	2	1	0														
61	60	178	178	0.0	0	0	Spanner	3/4	2	1	0									32	32				
61	60	178	178	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	397					32	32				
61	60	179	179	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	398					32	32				
61	60	180	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	399					32	32				
62	61	181	181	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	400				51						
62	61	182	182	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	401										
62	61	183	183	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	402										
62	61	181	181	0.0	0	0	Spanner	3/4	2	1	0														
62	61	181	181	0.0	0	0	Spanner	3/4	2	1	0									33	33				
62	61	181	181	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	403					33	33				
62	61	182	182	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	404				52	33	33				
62	61	183	183	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	405				52	33	33				
63	62	184	184	0.0	0	0	Spanner	3/4	1	1	0								51				1		
63	62	184	184	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	406				51				1		
63	62	185	185	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	407				51				1		
63	62	186	186	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	408				51				1		
63	62	184	184	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	409								1		
63	62	185	185	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	410				53				1		
63	62	184	184	3.0	0	0	Chord	3/4	1	3	3/4		1/2	3/2	411				54				1		
63	62	184	184	0.0	0	0	Spanner	3/4	2	1	0								52						
63	62	184	184	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	412				52						
63	62	185	185	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	413				52						
63	62	186	186	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	414				52						
64	63	187	187	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	415								1		
64	63	187	187	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	416								1		
64	63	187	187	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	417										
64	63	188	188	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	418				55						
64	63	189	189	0.0	1/2	1/2	Chord	3/4	2	1	0	acciaccatura	1/8	1	419				55						
64	63	189	189	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	420				55						
65	64	190	190	0.0	0	0	Spanner	3/4	1	1	0														
65	64	190	190	0.0	0	0	Spanner	3/4	2	1	0								55				2		
65	64	190	190	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	421				55				2		
65	64	191	191	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	422				55				2		
65	64	192	192	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	423				55				2		
66	65	193	193	0.0	0	0	Dynamic	3/4	1	1	0					p									
66	65	193	193	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	424				56						
66	65	387/2	387/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	425				56						
66	65	194	194	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	426		ornamentShortTrill		56						
66	65	195	195	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	427				56						
66	65	391/2	391/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	428				56						
66	65	193	193	0.0	0	0	Spanner	3/4	2	1	0														
66	65	193	193	0.0	0	0	Spanner	3/4	2	1	0									34	34				
66	65	193	193	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	429					34	34				
66	65	194	194	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	430					34	34				
66	65	195	195	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	431					34	34				
67	66	196	196	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	432										
67	66	196	196	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	433										
67	66	196	196	0.0	0	0	Spanner	3/4	2	1	0														
67	66	196	196	0.0	0	0	Spanner	3/4	2	1	0									35	35				
67	66	196	196	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	434					35	35				
67	66	197	197	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	435					35	35				
67	66	198	198	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	436					35	35				
68	67	199	199	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	437				57						
68	67	399/2	399/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	438				57						
68	67	200	200	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	439		ornamentShortTrill		57						
68	67	201	201	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	440				57						
68	67	199	199	0.0	0	0	Spanner	3/4	2	1	0														
68	67	199	199	0.0	0	0	Spanner	3/4	2	1	0									36	36				
68	67	199	199	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	441					36	36				
68	67	200	200	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	442					36	36				
68	67	201	201	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	443					36	36				
69	68	202	202	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	444										
69	68	202	202	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	445										
69	68	202	202	0.0	0	0	Spanner	3/4	2	1	0														
69	68	202	202	0.0	0	0	Spanner	3/4	2	1	0									37	37				
69	68	202	202	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	446					37	37				
69	68	203	203	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	447					37	37				
69	68	204	204	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	448					37	37				
70	69	205	205	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	449				58						
70	69	411/2	411/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	450				58						
70	69	206	206	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	451		ornamentShortTrill		58						
70	69	207	207	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	452										
70	69	205	205	0.0	0	0	Spanner	3/4	2	1	0														
70	69	205	205	0.0	0	0	Spanner	3/4	2	1	0									38	38				
70	69	205	205	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	453					38	38				
70	69	206	206	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	454					38	38				
70	69	207	207	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	455					38	38				
71	70	208	208	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	456				59						
71	70	417/2	417/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	457										
71	70	210	210	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
71	70	210	210	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	458		articAccentAbove		60						
71	70	208	208	0.0	0	0	Spanner	3/4	2	1	0														
71	70	208	208	0.0	0	0	Spanner	3/4	2	1	0									39	39				
71	70	208	208	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	459				61	39	39				
71	70	209	209	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	460					39	39				
71	70	210	210	0.0	1/2	1/2	Spanner	3/4	2	1	0														
72	71	211	211	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	461				60						
72	71	423/2	423/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	462				60						
72	71	212	212	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	463		ornamentShortTrill		60						
72	71	213	213	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	464				60						
73	72	214	214	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	465				60						
73	72	215	215	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	466										
74	73	217	217	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	467				62						
74	73	218	218	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	468				62						
74	73	219	219	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	469				62						
74	73	217	217	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	470				63						
74	73	218	218	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	471				63						
74	73	219	219	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	472				63						
74	73	217	217	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	473										
75	74	220	220	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	474		ornamentShortTrill		62						
75	74	441/2	441/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	475				62						
75	74	221	221	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	476										
75	74	222	222	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	477				64						
75	74	220	220	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	478				63						
75	74	441/2	441/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	479				63						
75	74	221	221	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	480										
75	74	222	222	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	481				65						
75	74	220	220	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	482										
76	75	223	223	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	483		ornamentShortTrill		64						
76	75	224	224	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	484				64						
76	75	225	225	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	485				64						
76	75	223	223	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	486				65						
76	75	224	224	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	487				65						
76	75	225	225	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	488				65						
76	75	223	223	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	489										
77	76	226	226	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	490		ornamentShortTrill		64						
77	76	453/2	453/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	491				64						
77	76	227	227	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	492										
77	76	228	228	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	493		articAccentAbove								
77	76	226	226	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	494				65						
77	76	453/2	453/2	1.5	1/8	1/8	Chord	3/4	2	1	3/8		1/4	3/2	495				65						
77	76	227	227	0.0	1/4	1/4	Spanner	3/4	2	1	0									40	40				
77	76	226	226	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	496					40	40				
