mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
30	29	85	85	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	230														
30	29	86	86	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	231														
31	30	88	88	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	232									35					
31	30	355/4	355/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	233									35					
31	30	89	89	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	234									35					
31	30	179/2	179/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	235									35					
31	30	90	90	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	236														
31	30	88	88	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	237														
31	30	89	89	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	238														
31	30	88	88	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	239														
31	30	90	90	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	240														
31	30	88	88	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	241														
31	30	89	89	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	242														
32	31	91	91	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	243									36					
32	31	367/4	367/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	244									36					
32	31	92	92	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	245									36					
32	31	371/4	371/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	246									36					
32	31	93	93	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	247		articAccentBelow							37					
32	31	91	91	1.5	0	0	Chord	3/4	1	2	3/8		1/4	3/2	248														
32	31	91	91	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	249									38					
32	31	367/4	367/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	250									38					
32	31	92	92	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	251									38					
32	31	371/4	371/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	252									38					
32	31	93	93	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	253									39					
32	31	91	91	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	254														
33	32	94	94	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	255		articStaccatissimoAbove												
33	32	95	95	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	256		articStaccatissimoAbove												
33	32	96	96	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	257		articAccentAbove												
33	32	94	94	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	258		articStaccatissimoAbove												
33	32	95	95	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	259		articStaccatissimoAbove												
33	32	96	96	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	260		articAccentAbove												
34	33	97	97	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	261									40					
34	33	195/2	195/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	262									40					
34	33	98	98	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	263									40					
34	33	99	99	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	264									40					
34	33	97	97	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	265														
34	33	98	98	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	266														
34	33	99	99	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	267														
34	33	98	98	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	268		articStaccatoAbove												
34	33	99	99	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	269		articAccentAbove												
35	34	100	100	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	270														
35	34	100	100	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	271														
35	34	100	100	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	272														
35	34	102	102	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	273														
35	34	100	100	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	274														
35	34	101	101	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	275														
35	34	102	102	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	276														
35	34	100	100	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	277														
35	34	101	101	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	278														
35	34	102	102	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	279														
36	35	103	103	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	280									41					
36	35	207/2	207/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	281									41					
36	35	104	104	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	282									41					
36	35	105	105	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	283									41					
36	35	103	103	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	284														
36	35	104	104	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	285														
36	35	105	105	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	286														
36	35	103	103	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	287														
36	35	103	103	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	288														
36	35	104	104	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	289														
36	35	105	105	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	290														
37	36	106	106	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	291														
37	36	106	106	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	292														
37	36	106	106	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	293														
37	36	108	108	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	294		articAccentAbove												
37	36	106	106	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	295														
37	36	107	107	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	296														
37	36	108	108	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	297														
37	36	106	106	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	298														
37	36	107	107	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	299														
37	36	108	108	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	300														
38	37	109	109	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	301									42					
38	37	439/4	439/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	302									42					
38	37	110	110	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	303									42					
38	37	221/2	221/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	304									42					
38	37	111	111	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	305														
38	37	109	109	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	306														
38	37	110	110	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	307														
38	37	111	111	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	308														
38	37	109	109	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	309														
38	37	110	110	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	310														
38	37	111	111	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	311														
39	38	112	112	0.0	0	0	Spanner	3/4	1	1	0																5		
39	38	112	112	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	312									43			5		
39	38	451/4	451/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	313									43			5		
39	38	113	113	0.0	1/4	1/4	Spanner	3/4	1	1	0													43					
39	38	113	113	0.0	1/4	1/4	Spanner	3/4	1	1	0													43			6		
39	38	113	113	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	314									43			6		
39	38	227/2	227/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	315									43			6		
39	38	114	114	0.0	1/2	1/2	Spanner	3/4	1	1	0													43					
39	38	114	114	0.0	1/2	1/2	Spanner	3/4	1	1	0													43			7		
39	38	114	114	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	316									43			7		
39	38	229/2	229/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	317									43			7		
39	38	112	112	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	318												7		
39	38	113	113	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	319												7		
39	38	114	114	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	320												7		
39	38	112	112	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	321														
39	38	113	113	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	322														
39	38	114	114	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	323														
40	39	115	115	0.0	0	0	Spanner	3/4	1	1	0																		
40	39	115	115	0.0	0	0	Spanner	3/4	1	1	0																	2	
40	39	115	115	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	324													2	
40	39	116	116	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	325		articAccentAbove											2	
40	39	115	115	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	326													2	
40	39	116	116	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	327													2	
40	39	117	117	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	328													2	
40	39	115	115	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	329														
40	39	116	116	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	330														
40	39	117	117	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	331														
41	40	118	118	0.0	0	0	Spanner	3/4	1	1	0																		
41	40	118	118	0.0	0	0	Spanner	3/4	1	1	0																8		
41	40	118	118	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	332												8		
41	40	118	118	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	333												8		
41	40	119	119	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	334												8		
41	40	120	120	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	335												8		
41	40	118	118	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	336														
41	40	119	119	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	337														
41	40	120	120	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	338														
42	41	121	121	0.0	0	0	Spanner	3/4	1	1	0																		
42	41	121	121	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	339									44					
42	41	487/4	487/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	340									44					
42	41	122	122	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	341									44					
42	41	245/2	245/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	342									44					
42	41	123	123	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	343														
42	41	121	121	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	344														
42	41	122	122	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	345														
42	41	123	123	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	346														
42	41	121	121	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	347														
42	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	348														
42	41	123	123	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	349														
43	42	124	124	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	350									45					
43	42	499/4	499/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	351									45					
43	42	125	125	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	352									45					
43	42	251/2	251/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	353									45					
43	42	126	126	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	354									45					
43	42	253/2	253/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	355									45					
43	42	124	124	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	356														
43	42	125	125	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	357														
43	42	126	126	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	358														
43	42	124	124	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	359														
43	42	125	125	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	360														
43	42	126	126	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	361														
44	43	127	127	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	362		articStaccatoAbove												
44	43	128	128	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	363		articAccentAbove							46					
44	43	127	127	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	364														
44	43	128	128	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	365														
44	43	129	129	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	366														
44	43	127	127	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	367														
44	43	128	128	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	368														
44	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	369														
45	44	130	130	0.0	0	0	Spanner	3/4	1	1	0													46				3	
45	44	130	130	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	370									46				3	
45	44	130	130	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	371													3	
45	44	131	131	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	372													3	
45	44	132	132	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	373													3	
45	44	130	130	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	374														
45	44	131	131	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	375														
45	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	376														
46	45	133	133	0.0	0	0	Spanner	3/4	1	1	0																		
46	45	133	133	0.0	0	0	Spanner	3/4	1	1	0																		
46	45	133	133	0.0	0	0	Spanner	3/4	1	1	0																		
46	45	133	133	0.0	0	0	Spanner	3/4	1	1	0																	4	
46	45	133	133	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	377													4	
46	45	134	134	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	378		articAccentAbove							47				4	
46	45	133	133	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	379													4	
46	45	134	134	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	380													4	
46	45	135	135	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	381													4	
46	45	133	133	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	382														
46	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	383														
46	45	135	135	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	384														
47	46	136	136	0.0	0	0	Spanner	3/4	1	1	0																		
47	46	136	136	0.0	0	0	Spanner	3/4	1	1	0																9		
47	46	136	136	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	385												9		
47	46	137	137	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	386		articAccentAbove							48			9		
47	46	136	136	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	387												9		
47	46	137	137	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	388												9		
47	46	138	138	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	389												9		
47	46	136	136	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	390														
47	46	137	137	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	391														
47	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	392														
48	47	139	139	0.0	0	0	Spanner	3/4	1	1	0																		
48	47	139	139	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	393														
48	47	140	140	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	394		articAccentAbove							49					
48	47	139	139	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	395														
48	47	140	140	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	396														
48	47	141	141	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	397														
48	47	139	139	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	398														
48	47	140	140	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	399														
48	47	141	141	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	400														
49	48	142	142	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	401									49					
49	48	144	144	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	402		articAccentAbove												
49	48	142	142	0.0	0	0	Dynamic	3/4	1	2	0					pp													
49	48	142	142	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	403														
49	48	143	143	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	404														
49	48	144	144	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	405														
49	48	142	142	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	406														
49	48	143	143	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	407														
49	48	144	144	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	408														
50	49	145	145	0.0	0	0	Spanner	3/4	1	1	0																	5	
50	49	145	145	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	409									50				5	
50	49	146	146	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	410									50				5	
50	49	147	147	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	411									50				5	
50	49	145	145	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	412														
50	49	146	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	413														
50	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	414														
51	50	148	148	0.0	0	0	StaffText	3/4	1	1	0							stretto						50					
51	50	148	148	0.0	0	0	Spanner	3/4	1	1	0													50					
51	50	148	148	0.0	0	0	Spanner	3/4	1	1	0													50				6	
51	50	148	148	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	415									50				6	
51	50	149	149	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	416									50				6	
51	50	150	150	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	417									50				6	
51	50	148	148	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	418														
51	50	149	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	419														
51	50	150	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	420														
52	51	151	151	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	421									50				6	
52	51	152	152	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	422									50				6	
52	51	153	153	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	423									50				6	
52	51	151	151	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	424														
52	51	152	152	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	425														
52	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	426														
53	52	154	154	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	427									50				6	
53	52	155	155	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	428									50				6	
53	52	156	156	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	429													6	
53	52	154	154	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	430														
53	52	155	155	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	431														
53	52	156	156	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	432														
54	53	157	157	0.0	0	0	Dynamic	3/4	1	1	0					f													
54	53	157	157	0.0	0	0	StaffText	3/4	1	1	0							a tempo											
54	53	157	157	0.0	0	0	Spanner	3/4	1	1	0																		
54	53	157	157	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	433									51					
54	53	157	157	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	434									51					
54	53	157	157	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	435									51					
54	53	631/4	631/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	436									51					
54	53	158	158	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	437									51					
54	53	159	159	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	438									51					
54	53	157	157	0.0	0	0	Spanner	3/4	2	1	0														20	20			
54	53	157	157	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	439										20	20			
54	53	158	158	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	440										20	20			
54	53	159	159	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	441										20	20			
55	54	160	160	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	442		articAccentAbove							51					
55	54	162	162	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	443									51					
55	54	160	160	0.0	0	0	Spanner	3/4	2	1	0																		
55	54	160	160	0.0	0	0	Spanner	3/4	2	1	0														21	21			
55	54	160	160	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	444										21	21			
55	54	161	161	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	445										21	21			
55	54	162	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	446										21	21			
56	55	163	163	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	447									51					
56	55	655/4	655/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	448									51					
56	55	164	164	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	449									51					
56	55	329/2	329/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	450									51					
56	55	165	165	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	451									51					
56	55	163	163	0.0	0	0	Spanner	3/4	2	1	0																		
56	55	163	163	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	452									52					
56	55	164	164	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	453									52					
56	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	454														
56	55	163	163	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	455														
57	56	166	166	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	456									51					
57	56	166	166	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	457		articAccentBelow							51					
57	56	168	168	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	458														
57	56	166	166	0.0	0	0	Spanner	3/4	2	1	0														22	22			
57	56	166	166	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	459										22	22			
57	56	167	167	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	460										22	22			
58	57	169	169	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	461		articStaccatissimoAbove												
58	57	679/4	679/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	462		articStaccatoAbove							53					
58	57	170	170	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	463		articStaccatoAbove							53					
58	57	341/2	341/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	464		articStaccatoAbove							53					
58	57	171	171	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	465		articAccentAbove												
58	57	169	169	0.0	0	0	Spanner	3/4	2	1	0																		
58	57	169	169	0.0	0	0	Spanner	3/4	2	1	0														23	23			
58	57	169	169	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	466										23	23			
58	57	170	170	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	467										23	23			
58	57	171	171	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	468										23	23			
59	58	172	172	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	469		articStaccatissimoAbove												
59	58	691/4	691/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	470									54					
59	58	173	173	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	471									54					
59	58	347/2	347/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	472									54					
59	58	174	174	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	473		articAccentAbove							55					
59	58	172	172	0.0	0	0	Spanner	3/4	2	1	0																		
59	58	172	172	0.0	0	0	Spanner	3/4	2	1	0														24	24			
59	58	172	172	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	474										24	24			
59	58	173	173	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	475										24	24			
59	58	174	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	476										24	24			
60	59	175	175	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	477		articStaccatissimoAbove							56					
60	59	703/4	703/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	478									56, 57					
60	59	176	176	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	479									56					
60	59	707/4	707/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	480									56, 58					
60	59	177	177	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	481														
60	59	175	175	0.0	0	0	Spanner	3/4	2	1	0																		
60	59	176	176	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	482														
60	59	177	177	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	483														
60	59	175	175	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	484														
61	60	178	178	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	485		articStaccatissimoAbove							59					
61	60	715/4	715/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	486									59, 60					
61	60	179	179	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	487									59					
61	60	719/4	719/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	488									59, 61					
61	60	180	180	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	489														
61	60	179	179	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	490														
61	60	180	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	491														
61	60	178	178	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	492														
62	61	181	181	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	493		articStaccatissimoAbove												
62	61	727/4	727/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	494		articStaccatoAbove							62					
62	61	182	182	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	495		articStaccatoAbove							62					
62	61	365/2	365/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	496		articStaccatoAbove							62					
62	61	183	183	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	497		articAccentAbove												
