mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	243							22	0						
31	31	91	91	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	244														
32	32	93	93	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	245							22	0						
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	246							22	0						
32	32	94	94	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	247							22	0						
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	248							22	0						
32	32	95	95	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	249							22	0						
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	250							22	0						
33	33	96	96	0.0	0	0	Dynamic	3/4	1	1	0					p						22							
33	33	96	96	0.0	0	0	Spanner	3/4	1	1	0											22							
33	33	96	96	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	251							22							
33	33	193/2	193/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	252							22							
33	33	97	97	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	253														
33	33	98	98	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	254		articStaccatoAbove												
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	255		articStaccatoAbove												
34	34	99	99	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	256							23							
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	257							23							
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	258							23							
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	259														
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	260		articStaccatoBelow												
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	261		articStaccatoBelow												
35	35	102	102	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	262							24							
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	263							24							
35	35	103	103	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	264														
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	265		articStaccatoAbove												
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	266		articStaccatoBelow												
36	36	105	105	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	267							25							
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	268							25							
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	269							25							
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	270														
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	271		articStaccatoAbove												
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	272														
37	37	108	108	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	273							26							
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	274							26							
37	37	109	109	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	275														
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	276		articStaccatoAbove												
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	277		articStaccatoAbove												
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	278							27							
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	279							27							
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	280							27							
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	281														
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	282		articStaccatoBelow												
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	283		articStaccatoBelow												
39	39	114	114	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	284							28							
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	285							28							
39	39	115	115	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	286														
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	287		articStaccatoAbove												
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	288		articStaccatoBelow												
40	40	117	117	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	289							29							
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	290							29							
40	40	118	118	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f						29							
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	291							29							
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	292		articAccentBelow												
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	293														
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	294														
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	295		articStaccatoBelow												
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	296														
41	41	120	120	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	297							30							
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	298							30							
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	299							30							
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	300		articAccentBelow												
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	301														
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	302														
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	303														
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	304														
42	42	123	123	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	305							31							
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	306							31							
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	307							31							
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	308		articAccentBelow												
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	309														
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	310														
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	311														
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	312														
43	43	126	126	0.0	0	0	Dynamic	3/4	1	1	0					p													
43	43	126	126	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	313							32							
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	314							32							
43	43	127	127	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	315														
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	316		articStaccatoAbove												
43	43	128	128	0.0	1/2	1/2	Spanner	3/4	2	1	0																16	16	
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	317		articStaccatoAbove										16	16	
44	44	129	129	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	318							33							
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	319							33							
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	320							33							
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	321														
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	322		articStaccatoBelow												
44	44	129	129	0.0	0	0	Spanner	3/4	2	1	0																		
44	44	131	131	0.0	1/2	1/2	Spanner	3/4	2	1	0																17	17	
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	323		articStaccatoAbove										17	17	
45	45	132	132	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	324							34							
45	45	265/2	265/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	325							34							
45	45	133	133	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	326														
45	45	132	132	0.0	0	0	Spanner	3/4	2	1	0																		
45	45	133	133	0.0	1/4	1/4	Spanner	3/4	2	1	0																18	18	
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	327		articStaccatoAbove										18	18	
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	328												18	18	
46	46	135	135	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	329							35							
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	330							35							
46	46	136	136	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	331							35							
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	332														
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	333														
46	46	135	135	0.0	0	0	Spanner	3/4	2	1	0																		
46	46	137	137	0.0	1/2	1/2	Spanner	3/4	2	1	0																19	19	
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	334		articStaccatoAbove										19	19	
47	47	138	138	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	335							36							
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	336							36							
47	47	139	139	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	337														
47	47	140	140	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	338		articStaccatoAbove												
47	47	138	138	0.0	0	0	Spanner	3/4	2	1	0																		
47	47	140	140	0.0	1/2	1/2	Spanner	3/4	2	1	0																20	20	
47	47	140	140	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	339		articStaccatoAbove										20	20	
48	48	141	141	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	340							37							
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	341							37							
48	48	142	142	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	342							37							
48	48	143	143	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	343														
48	48	143	143	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	344														
48	48	141	141	0.0	0	0	Spanner	3/4	2	1	0																		
48	48	143	143	0.0	1/2	1/2	Spanner	3/4	2	1	0																21	21	
48	48	143	143	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	345		articStaccatoAbove										21	21	
49	49	144	144	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	346							38							
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	347							38							
49	49	145	145	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	348														
49	49	146	146	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	349		articStaccatoAbove												
49	49	144	144	0.0	0	0	Spanner	3/4	2	1	0																		
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	350		articStaccatoBelow												
50	50	147	147	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	351							39							
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	352							39							
50	50	148	148	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f						39							
50	50	148	148	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	353							39							
50	50	149	149	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	354		articAccentBelow												
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	355														
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	356														
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	357														
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	358														
51	51	150	150	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	359							40							
51	51	301/2	301/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	360							40							
51	51	151	151	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	361							40							
51	51	152	152	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	362		articAccentBelow												
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	363														
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	364														
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	365														
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	366														
52	52	153	153	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	367							41							
52	52	307/2	307/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	368							41							
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	369							41							
52	52	155	155	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	370														
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	371														
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	372		articAccentAbove												
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	373														
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	374														
53	53	156	156	0.0	0	0	Dynamic	3/4	1	1	0					p													
53	53	156	156	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	375							42							
53	53	157	157	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	376							42							
53	53	156	156	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	377														
53	53	156	156	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	378							43							
53	53	157	157	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	379														
54	54	159	159	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	380							42, 44							
54	54	160	160	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	381							42							
54	54	159	159	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	382														
54	54	159	159	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	383							45							
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	384							45							
54	54	160	160	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	385														
55	55	162	162	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	386							42, 46							
55	55	163	163	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	387							42, 46							
55	55	164	164	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	388							42							
55	55	162	162	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	389														
55	55	162	162	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	390							47							
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	391							47							
55	55	163	163	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	392							47							
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	393							47							
55	55	164	164	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	394							47							
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	395							47							
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	396							42, 48							
56	56	166	166	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	397														
56	56	165	165	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	398														
56	56	165	165	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	399							47							
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	400														
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	401														
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	402							49							
57	57	169	169	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	403							49							
57	57	168	168	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	404														
57	57	168	168	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	405							50							
57	57	169	169	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	406														
58	58	171	171	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	407							49, 51							
58	58	172	172	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	408							49							
58	58	171	171	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	409														
58	58	171	171	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	410							52							
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	411							52							
58	58	172	172	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	412														
59	59	174	174	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	413							49							
59	59	523/3	523/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	414							49							
59	59	524/3	524/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	415							49							
59	59	175	175	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	416							49							
59	59	176	176	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	417							49							
59	59	174	174	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	418														
59	59	175	175	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	419														
59	59	176	176	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	420														
59	59	174	174	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	421														
59	59	174	174	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	422							53							
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	423							53							
59	59	175	175	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	424							53							
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	425							53							
59	59	176	176	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	426							53							
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	427							53							
60	60	177	177	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	428							49							
60	60	178	178	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	429														
60	60	177	177	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	430														
60	60	178	178	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	431														
60	60	177	177	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	432														
60	60	177	177	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	433							53							
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	434														
60	60	178	178	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	435														
61	61	180	180	0.0	0	0	Spanner	3/4	1	1	0												1						
61	61	180	180	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	436							54	1						
61	61	181	181	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	437								1						
61	61	180	180	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	438														
61	61	180	180	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	439							55							
61	61	181	181	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	440														
62	62	183	183	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	441							56	1						
62	62	184	184	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	442								1						
62	62	183	183	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	443														
62	62	183	183	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	444							57							
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	445							57							
62	62	184	184	1.5	1/4	1/4	Chord	3/4	2	2	3/8		1/4	3/2	446							57							
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	447														
63	63	186	186	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	448							58	1						
63	63	559/3	559/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	449							58	1						
63	63	560/3	560/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	450							58	1						
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	451							58	1						
63	63	188	188	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	452							58	1						
63	63	186	186	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	453								1						
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	454								1						
63	63	188	188	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	455								1						
63	63	186	186	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	456														
63	63	186	186	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	457							59							
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	458							59							
63	63	187	187	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	459							59							
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	460							59							
63	63	188	188	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	461							59							
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	462							59							
64	64	189	189	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	463							58	1						
64	64	568/3	568/3	0.0	1/12	1/12	Spanner	3/4	1	1	0											58							
64	64	568/3	568/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	464							58							
64	64	569/3	569/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	465							58							
64	64	190	190	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	466														
64	64	189	189	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	467														
64	64	190	190	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	468														
64	64	189	189	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	469														
64	64	189	189	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	470							59							
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	471							59							
64	64	190	190	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	472														
65	65	192	192	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	473							60							
65	65	193	193	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	474														
65	65	193	193	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	475														
65	65	192	192	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	476														
65	65	192	192	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	477							61							
65	65	193	193	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	478														
66	66	195	195	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	479							62							
66	66	586/3	586/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	480							62							
66	66	587/3	587/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	481							62							
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	482														
66	66	195	195	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	483														
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	484														
66	66	195	195	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	485														
66	66	195	195	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	486							63							
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	487							63							
66	66	196	196	1.5	1/4	1/4	Chord	3/4	2	2	3/8		1/4	3/2	488							63							
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	489							63							
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	490														
67	67	397/2	397/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															5			
67	67	198	198	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	491							63				5			
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	492							63				5			
67	67	199	199	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	493							63				5			
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	494							63				5			
67	67	200	200	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	495							63				5			
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	496							63				5			
68	68	201	201	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	497											5			
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	498											5			
68	68	202	202	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	499											5			
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	500											5			
68	68	203	203	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	501											5			
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	502											5			
69	69	204	204	0.0	0	0	Dynamic	3/4	1	1	0					fz													
69	69	204	204	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	503							64							
69	69	205	205	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	504							64							
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	505							64							
69	69	206	206	0.0	1/2	1/2	Spanner	3/4	1	1	0											64		0					
69	69	206	206	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	506							64		0					
69	69	413/2	413/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	507									0					
69	69	204	204	0.0	0	0	Spanner	3/4	2	1	0																		
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	508														
70	70	207	207	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	509		articStaccatoBelow							0					
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	510									0					
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	511							65		0					
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	512							65		0					
